3.423990891982971879e-02 3.894347584240289220e-03 3.652343750000000000e-01
3.412779060192479980e-02 3.813709147640765695e-03 3.886718750000000000e-01
3.122724060073366406e-02 3.467512558555813432e-03 4.121093750000000000e-01
2.894499177976508214e-02 3.370584940012805262e-03 4.355468750000000000e-01
3.132180128826155679e-02 3.244096523614768864e-03 4.609375000000000000e-01
2.489188950345631521e-02 2.610552723228062432e-03 4.882812500000000000e-01
2.210008967420609011e-02 2.265999930816743006e-03 5.156250000000000000e-01
2.275285397968263706e-02 2.266485103160916382e-03 5.449218750000000000e-01
2.352050215394030711e-02 2.276616474999861462e-03 5.761718750000000000e-01
2.404587050852986449e-02 2.225043552882846176e-03 6.093750000000000000e-01
2.029092425911969630e-02 1.893107724575092844e-03 6.445312500000000000e-01
2.034581112435469505e-02 1.914699394796491897e-03 6.796875000000000000e-01
1.923095878293124006e-02 1.673198780766857073e-03 7.167968750000000000e-01
1.862032611759198777e-02 1.637871871966246982e-03 7.558593750000000000e-01
1.426334368090820953e-02 1.220386024835649766e-03 7.968750000000000000e-01
1.628567583986575973e-02 1.313764611957745363e-03 8.417968750000000000e-01
1.460347902347557472e-02 1.173453866602386072e-03 8.886718750000000000e-01
1.507299632755231336e-02 1.192604506788133047e-03 9.355468750000000000e-01
1.268851633628430460e-02 9.916365905962283393e-04 9.863281250000000000e-01
1.433313500340739795e-02 1.068961590929322619e-03 1.041015625000000000e+00
1.108261848709488941e-02 8.111533663483285221e-04 1.095703125000000000e+00
1.142343822630253504e-02 8.026514639994407948e-04 1.154296875000000000e+00
1.090523782009030634e-02 7.686453262646725975e-04 1.216796875000000000e+00
9.824576445470573419e-03 6.659638346565190234e-04 1.281250000000000000e+00
1.063907009328861862e-02 7.022814489389290213e-04 1.349609375000000000e+00
9.405398503293171605e-03 6.186971982883108763e-04 1.419921875000000000e+00
9.335495001577126528e-03 5.921624758241295821e-04 1.494140625000000000e+00
9.085972142553388683e-03 5.694380272778414628e-04 1.572265625000000000e+00
8.753999887129187973e-03 5.287233818052441449e-04 1.654296875000000000e+00
7.623286426257097279e-03 4.513199425652546269e-04 1.742187500000000000e+00
6.961959883687724761e-03 4.067757514980183359e-04 1.833984375000000000e+00
6.476012126210025678e-03 3.731211790703872289e-04 1.929687500000000000e+00
5.892151721385745396e-03 3.344867912533373150e-04 2.029296875000000000e+00
5.920328842381485622e-03 3.154597871052689591e-04 2.134765625000000000e+00
5.317747509486036098e-03 2.814539014653430504e-04 2.246093750000000000e+00
5.311254523080733737e-03 2.756029838865027147e-04 2.361328125000000000e+00
4.773919850219693860e-03 2.432585579209965330e-04 2.482421875000000000e+00
4.462523391489656155e-03 2.268454507174433353e-04 2.609375000000000000e+00
3.776786704238047944e-03 1.813145074094172911e-04 2.744140625000000000e+00
3.778144750115640382e-03 1.773426091954218476e-04 2.886718750000000000e+00
3.433717221102423455e-03 1.624107707897690187e-04 3.033203125000000000e+00
3.169409626603683205e-03 1.437074197841863054e-04 3.187500000000000000e+00
3.012122151762312676e-03 1.336714391346871381e-04 3.351562500000000000e+00
2.549414969241366700e-03 1.115690054758501626e-04 3.523437500000000000e+00
2.406337035155374417e-03 1.036012633818860027e-04 3.703125000000000000e+00
2.252435050852623875e-03 9.573887113666765454e-05 3.892578125000000000e+00
2.125987458664565719e-03 8.861756816797827763e-05 4.091796875000000000e+00
1.805280656849777513e-03 7.499658078798938216e-05 4.298828125000000000e+00
1.644230766701554455e-03 6.621618600966659046e-05 4.517578125000000000e+00
1.505178110200472257e-03 6.043585001478342025e-05 4.748046875000000000e+00
1.374422424139349654e-03 5.414324780656270457e-05 4.988281250000000000e+00
1.407759630744002564e-03 5.331365337776813835e-05 5.242187500000000000e+00
1.147783706316751707e-03 4.371668979748158520e-05 5.507812500000000000e+00
1.027779573268114335e-03 3.886555097549034476e-05 5.787109375000000000e+00
9.475281476841257780e-04 3.538186116131298718e-05 6.082031250000000000e+00
7.806601895475105777e-04 2.965789021814530440e-05 6.388671875000000000e+00
7.654823436638069937e-04 2.838687161123227136e-05 6.710937500000000000e+00
6.334823943642248602e-04 2.417817295867574041e-05 7.050781250000000000e+00
6.177897786000451042e-04 2.262639279139560389e-05 7.408203125000000000e+00
5.551173919573185352e-04 2.039079968834605976e-05 7.783203125000000000e+00
4.590771677228329189e-04 1.730870421447209997e-05 8.175781250000000000e+00
4.253845355719015030e-04 1.587746765098140307e-05 8.587890625000000000e+00
3.830612967680356801e-04 1.438966459275985033e-05 9.021484375000000000e+00
3.291573384543968394e-04 1.285712921461948220e-05 9.476562500000000000e+00
3.138754658548572121e-04 1.204808661812496897e-05 9.953125000000000000e+00
2.787536953461934586e-04 1.085717617667897989e-05 1.045507812500000000e+01
2.707358249784371559e-04 1.039373316660128279e-05 1.098242187500000000e+01
2.324558092902254201e-04 9.265550740453042659e-06 1.153515625000000000e+01
1.967423764346341636e-04 8.355909674448685269e-06 1.211523437500000000e+01
1.810053521271844047e-04 7.723623540934689311e-06 1.272460937500000000e+01
1.719540933330641105e-04 7.414086680656768859e-06 1.336328125000000000e+01
1.513294136001698336e-04 6.733826156354771517e-06 1.403515625000000000e+01
1.446627656072356678e-04 6.436461570838126663e-06 1.474218750000000000e+01
1.300222944454549527e-04 6.017340891127246548e-06 1.548242187500000000e+01
1.140683190384860250e-04 5.555188112431697809e-06 1.625976562500000000e+01
9.613521623670279246e-05 5.117271265109215117e-06 1.707617187500000000e+01
9.581032321304353418e-05 4.914383122327345504e-06 1.793359375000000000e+01
9.420026848355232490e-05 4.848497183965077031e-06 1.883398437500000000e+01
7.811439216375706623e-05 4.413234360182863051e-06 1.977929687500000000e+01
